Role_ID,Degree,Department,Domain,Role_Name,Experience_Required,Work_Type,Industry,Job_Openings_Annual_India,Avg_Package_Fresher_LPA,Study_Hours_Per_Day,Roadmap_Duration_Months,Role_Description,Daily_Responsibilities,Why_This_Career_1,Why_This_Career_2,Why_This_Career_3,Why_This_Career_4,Why_This_Career_5,Core_Skill_1,Core_Skill_2,Core_Skill_3,Core_Skill_4,Important_Skill_1,Important_Skill_2,Important_Skill_3,Good_To_Have_Skill_1,Good_To_Have_Skill_2,Soft_Skill_1,Soft_Skill_2,Soft_Skill_3,Soft_Skill_4,Soft_Skill_5,Month_1_Focus,Month_2_Focus,Month_3_Focus,Month_4_Focus,Month_5_Focus,Month_6_Focus,Month_7_Focus,Month_8_Focus,Month_9_Focus,Month_10_Focus,Month_11_Focus,Month_12_Focus,Project_1,Project_2,Project_3,Project_4,Project_5,Project_6,Project_7,Free_Resource_1,Free_Resource_2,Free_Resource_3,Free_Resource_4,Paid_Course_1,Paid_Course_2,Paid_Course_3,Certification_1,Certification_2,Salary_Fresher_Min_INR,Salary_Fresher_Max_INR,Salary_Fresher_Avg_INR,Salary_Junior_Min_INR,Salary_Junior_Max_INR,Salary_Mid_Min_INR,Salary_Mid_Max_INR,Salary_Senior_Min_INR,Salary_Senior_Max_INR,Salary_Lead_Min_INR,Salary_Lead_Max_INR,USA_Entry_Min_USD,USA_Entry_Max_USD,USA_Mid_Min_USD,USA_Mid_Max_USD,USA_Senior_Min_USD,USA_Senior_Max_USD,UK_Entry_Min_GBP,UK_Entry_Max_GBP,UK_Mid_Min_GBP,UK_Mid_Max_GBP,Canada_Entry_Min_CAD,Canada_Entry_Max_CAD,Australia_Entry_Min_AUD,Australia_Entry_Max_AUD,Singapore_Entry_Min_SGD,Singapore_Entry_Max_SGD,Top_Company_1,Top_Company_2,Top_Company_3,Top_Company_4,Top_Company_5,Top_Company_6,Top_Company_7,Top_Company_8,Top_Company_9,Top_Company_10,Company_Category_1,Company_Category_2,Company_Category_3,Hiring_Demand_Level,Application_Strategy,Success_Rate_Percentage,Educational_Match_Score,Learning_Commitment_Score,Timeline_Realism_Score,Market_Demand_Score,Total_Score,Success_Tips_1,Success_Tips_2,Success_Tips_3,Success_Tips_4,Success_Tips_5,Risk_Factor_1,Risk_Factor_2,Risk_Factor_3,Career_Path_Year_0_2,Career_Path_Year_3_5,Career_Path_Year_6_8,Career_Path_Year_9_Plus,Career_Path_Year_12_Plus,Career_Path_Year_15_Plus,Career_Path_Year_18_Plus
R492,BSc Nursing,Nursing,Medical,Staff Nurse,0-2 years,Hospital,"Hospitals, Healthcare, Medical",40000,3.5,4-6 hours,6,A professional who provides patient care nursing services and medical assistance in hospitals (requires BSc Nursing),Patient care | Administer medications | Monitor vitals | Assist doctors | Documentation | Nursing procedures | Emergency care | Patient hygiene | IV therapy | Shift duties,High Demand: 40000+ opportunities,Decent Salary: ?3-6 LPA starting ?7-16 LPA in 8 years,Healthcare Essential: Nurses critical in healthcare,Government Jobs: Government hospital positions,Abroad Opportunities: Nursing abroad opportunities,Nursing Care,Medical Procedures,Patient Assessment,Medication Administration,Emergency Care,Communication,Documentation,Medical Equipment,Compassion,Communication,Compassion,Patience,Physical Stamina,Responsibility,BSc Nursing (4 years) | Clinical training | Nursing registration,Clinical Nursing Experience,Patient Care Excellence,Emergency Care,Nursing Procedures,,,,,,,,Nursing Career,,,,,,,Nursing Resources,,,,BSc Nursing Training,BSc Nursing Degree,State Council Registration,,,300000,600000,500000,1000000,700000,1600000,1100000,2400000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Hospitals,Apollo,Fortis,Government Hospitals,Healthcare,,,,,,,,,,,79,,,,,,,,,,,,,,Staff Nurse (?3-6 LPA),Senior Nurse (?5-10 LPA),Nursing Supervisor (?7-16 LPA),Nursing Manager (?11-24 LPA),,,
R493,MBBS,Medicine,Medical,Medical Officer,0-3 years,Hospital/Clinic,"Hospitals, Government, Healthcare",20000,7,NA,NA,A medical doctor providing medical treatment diagnosis and patient care (requires MBBS degree and registration),Patient consultation | Diagnosis | Treatment | Prescriptions | Medical procedures | Emergency care | Patient documentation | Follow-ups | Ward rounds | Outpatient care,Good Demand: 20000+ opportunities,Good Salary: ?6-12 LPA (Govt: ?6-10 LPA, Private: ?7-15 LPA),Medical Profession: Doctor career,Healthcare: Essential healthcare,Specialization Path: Path to specialization,Medicine,Diagnosis,Patient Care,Medical Procedures,Prescription,Communication,Emergency Medicine,Documentation,Clinical Skills,Communication,Empathy,Decision Making,Responsibility,Medical Ethics,MBBS (5.5 years) + Internship | Medical Council registration | Clinical practice,Medical Internship,Clinical Experience,Patient Management,,,,,,,,Medical Procedures,,,,,,,Medical Practice,,,,MBBS Resources,Medical Council Registration,Nursing Council Registration,,,600000,1200000,1000000,2000000,1500000,3500000,2500000,6000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Hospitals,Government,Apollo,Fortis,Healthcare,,,,,,,,,,,75,,,,,,,,,,,,,,,,Medical Officer (?6-12 LPA),Senior MO (?10-20 LPA),Consultant (?15-35 LPA),Senior Consultant (?25-60 LPA),
R494,BDS,Dentistry,Medical,Dentist,0-2 years,Clinic/Hospital,"Dental Clinics, Hospitals, Healthcare",12000,5,NA,NA,A dental professional providing dental care treatment and oral health services (requires BDS degree),Dental consultation | Diagnosis | Dental procedures | Fillings | Extractions | Root canal | Scaling | Orthodontics basics | Patient care | Documentation,Good Demand: 12000+ opportunities,Good Salary: ?4.5-9 LPA starting ?12-28 LPA in 6 years,Dental Care: Oral healthcare,Private Practice: Can open own dental clinic,Specialization: Can specialize (MDS),Dentistry,Dental Procedures,Patient Care,Diagnosis,Oral Surgery Basics,Communication,Dental Equipment,Documentation,Manual Dexterity,Communication,Empathy,Precision,Patience,Medical Ethics,BDS degree (5 years) | Dental Council registration | Clinical practice,Dental Clinical Experience,Dental Procedures,Patient Management,Dental Cases,,,,,,,,Dental Practice,,,,,,,BDS Resources,,,,Dental Council Registration,BDS Degree,MBBS Degree,MCI/NMC Registration,,450000,900000,800000,1600000,1200000,2800000,1800000,4500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Dental Clinics,Hospitals,Private Practice,Dental Chains,Healthcare,,,,,,,,,,,77,,,,,,,,,,,,,,Dentist (?4.5-9 LPA),Senior Dentist (?8-16 LPA),Dental Consultant (?12-28 LPA),Clinic Owner (?18-45 LPA),,,
R495,B.Pharm,Pharmacy,Medical,Pharmacist,0-2 years,Pharmacy/Hospital,"Pharmacies, Hospitals, Pharma",25000,3.5,4-6 hours,6,A professional who dispenses medicines provides pharmaceutical care and drug information (requires B.Pharm + registration),Dispense medications | Patient counseling | Drug information | Prescription verification | Inventory management | Drug interactions | Patient safety | Documentation | Pharmacy management | Healthcare support,High Demand: 25000+ opportunities,Decent Salary: ?3-6 LPA starting ?8-18 LPA in 6 years,Healthcare: Essential healthcare profession,Pharmacy: Pharmacy sector large,Diverse Opportunities: Retail, hospital, industry,Pharmacy,Pharmacology,Drug Dispensing,Patient Counseling,Inventory Management,Communication,Drug Information,Documentation,Pharmaceutical Care,Communication,Attention to Detail,Patience,Responsibility,Ethics,B.Pharm (4 years) | Pharmacy Council registration | Pharmacy practice,Pharmacy Practice Experience,Patient Counseling,,,,,,,,Drug Information Service,,,,,,,Pharmacy Management,,,,Pharmacist Career,Pharmacy Resources,Dental Council Registration,,,300000,600000,500000,1000000,800000,1800000,1200000,2800000,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,Pharmacy Retail,Hospitals,Apollo Pharmacy,Healthcare,Pharma,,,,,,,,,,78,,,,,,,,,,,,,,,,,Pharmacist (?3-6 LPA),Senior Pharmacist (?5-10 LPA),Chief Pharmacist (?8-18 LPA),Pharmacy Manager (?12-28 LPA)
R496,B.Sc,Medical Lab Technology,Medical,Medical Lab Technician,0-2 years,Lab/Hospital,"Hospitals, Diagnostic Labs, Pathology",20000,3,4-6 hours,6,A professional who performs medical laboratory tests sample analysis and diagnostic procedures,Collect samples | Perform lab tests | Operate lab equipment | Blood tests | Microbiology | Biochemistry | Pathology | Quality control | Documentation | Report generation,Good Demand: 20000+ opportunities,Decent Salary: ?2.5-5 LPA starting ?6-14 LPA in 6 years,Healthcare: Medical diagnostics essential,Lab Work: Laboratory career,Growing: Diagnostic labs growing,Medical Lab Technology,Lab Procedures,Equipment Operation,Sample Collection,Quality Control,Documentation,Lab Safety,Analytical Skills,Attention to Detail,Attention to Detail,Precision,Patience,Following Protocols,Hygiene,B.Sc MLT/DMLT | Lab training | Lab practice,Lab Procedures Portfolio,Quality Control,Sample Analysis,Lab Equipment Operation,,,,,,,,MLT Career,,,,,,,Medical Lab Resources,,,,MLT Training,B.Sc MLT/DMLT,Pharmacy Council Registration,B.Pharm Degree,,250000,500000,400000,800000,600000,1400000,900000,2000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Diagnostic Labs,Hospitals,Pathology,Dr Lal PathLabs,Healthcare,,,,,,,,,,,79,,,,,,,,,,,,,,Lab Technician (?2.5-5 LPA),Senior Technician (?4-8 LPA),Lab Supervisor (?6-14 LPA),Lab Manager (?9-20 LPA),,,
R497,B.Sc,Radiology,Medical,Radiographer,0-2 years,Hospital,"Hospitals, Diagnostic Centers, Radiology",15000,3.5,4-6 hours,6,A professional who operates radiological equipment performs X-rays CT scans and imaging procedures,Operate X-ray machines | Perform radiological procedures | CT scan | MRI assistance | Patient positioning | Image quality | Radiation safety | Documentation | Equipment maintenance | Patient care,Good Demand: 15000+ opportunities,Decent Salary: ?3-6 LPA starting ?7-16 LPA in 6 years,Medical Imaging: Radiology essential,Technology: Medical technology,Growing Field: Diagnostic imaging growing,Radiology Technology,X-ray Procedures,CT Scan,Radiation Safety,Patient Positioning,Equipment Operation,Documentation,Patient Care,Attention to Detail,Attention to Detail,Technical Aptitude,Patient Care,Radiation Safety,Precision,B.Sc Radiology/Diploma | Radiology training | Clinical practice,Radiological Procedures,Imaging Quality,Patient Care,Radiation Safety,,,,,,,,Radiology Career,,,,,,,Radiology Resources,,,,Radiology Training,B.Sc Radiology,Lab Technician Registration,,,300000,600000,500000,1000000,700000,1600000,1100000,2400000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Hospitals,Diagnostic Centers,Radiology,Apollo,Healthcare,,,,,,,,,,,78,,,,,,,,,,,,,,Radiographer (?3-6 LPA),Senior Radiographer (?5-10 LPA),Chief Radiographer (?7-16 LPA),Radiology Manager (?11-24 LPA),,,
R498,B.Optom,Optometry,Medical,Optometrist,0-2 years,Clinic/Hospital,"Eye Hospitals, Optical Stores, Healthcare",10000,3.5,4-6 hours,6,A professional who examines eyes prescribes glasses and provides vision care (requires B.Optom degree),Eye examination | Vision testing | Prescribe glasses/contact lenses | Refraction | Eye disease screening | Patient counseling | Optical dispensing | Vision therapy | Documentation | Eye care,Moderate Demand: 10000+ opportunities,Decent Salary: ?3-6 LPA starting ?8-18 LPA in 6 years,Eye Care: Vision care essential,Optical: Optical industry,Private Practice: Can open optical store,Optometry,Refraction,Eye Examination,Contact Lenses,Eye Diseases,Patient Care,Optical Dispensing,Communication,Documentation,Communication,Attention to Detail,Patience,Precision,Patient Care,B.Optom (4 years) | Clinical training | Optometry practice,Eye Examination Experience,Refraction Cases,Contact Lens Fitting,Eye Care,,,,,,,,Optometry Practice,,,,,,,Optometry Resources,,,,Optometry Training,B.Optom Degree,Radiology Registration,,,300000,600000,500000,1000000,800000,1800000,1200000,2800000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Eye Hospitals,Optical Stores,LV Prasad,Sankara Nethralaya,Healthcare,,,,,,,,,,,77,,,,,,,,,,,,,,Optometrist (?3-6 LPA),Senior Optometrist (?5-10 LPA),Consultant Optometrist (?8-18 LPA),Practice Owner (?12-28 LPA),,,
R499,B.Sc,Nutrition,Healthcare,Clinical Nutritionist,1-3 years,Hospital/Clinic,"Hospitals, Wellness, Healthcare",8000,NA,NA,NA,A professional who provides clinical nutrition therapy for patients with medical conditions in hospital settings,Clinical nutrition assessment | Diet therapy for diseases | Nutritional care plans | Patient counseling | Tube feeding | Parenteral nutrition | Medical nutrition therapy | Collaboration with doctors | Documentation | Follow-ups,Moderate Demand: 8000+ opportunities,Good Salary: ?4-8 LPA starting ?10-22 LPA in 6 years,Clinical Nutrition: Hospital nutrition,Healthcare: Medical nutrition therapy,Specialization: Specialized nutrition,Clinical Nutrition,Medical Nutrition Therapy,Diet Therapy,Nutrition Assessment,Disease Nutrition,Communication,Patient Counseling,Documentation,Medical Knowledge,Communication,Empathy,Medical Knowledge,Analytical Thinking,Patient Care,B.Sc/M.Sc Nutrition + clinical training + 1-3 years | Clinical nutrition,Clinical Nutrition Cases,Medical Nutrition Therapy,Patient Nutrition Plans,Nutrition Assessment,,,,,,,,Clinical Nutrition Practice,,,,,,,Clinical Nutrition Resources,,,,Clinical Nutrition Course,Registered Dietitian,Optometry Council Registration,,,400000,800000,700000,1400000,1000000,2200000,1500000,3500000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Hospitals,Healthcare,Fortis,Apollo,Wellness,,,,,,,,,,,76,,,,,,,,,,,,,,Nutritionist (?3-6 LPA),Clinical Nutritionist (?4-8 LPA),Senior Nutritionist (?7-14 LPA),Chief Nutritionist (?10-22 LPA),Nutrition Head (?15-35 LPA),,
R500,All Degrees,All Departments,Agriculture,Agricultural Extension Officer,0-2 years,Field/Office,"Agriculture Department, Government, NGOs",8000,3.5,4-6 hours,6,A professional who provides agricultural extension services training farmers and implementing agricultural programs,Provide agricultural extension | Farmer training | Demonstrate new techniques | Crop advisory | Government scheme implementation | Field visits | Farmer groups | Technology transfer | Documentation | Rural development,Moderate Demand: 8000+ opportunities,Decent Salary: ?3-6 LPA starting ?8-18 LPA in 8 years,Agriculture: Work with farming community,Rural Service: Rural development,Government: Government agriculture jobs,Agricultural Extension,Farming Techniques,Training & Communication,Government Schemes,Crop Production,Field Work,Documentation,Community Engagement,Rural Development,Communication,Empathy,Field Skills,Patience,Rural Understanding,Agriculture degree OR B.Sc Agriculture + extension training | Field experience,Agricultural Extension Programs,Farmer Training,Crop Demonstrations,Scheme Implementation,,,,,,,,Extension Work Portfolio,,,,,,,Agricultural Extension Resources,,,,Extension Education Course,,Clinical Nutrition Certification,,,300000,600000,500000,1000000,800000,1800000,1200000,2800000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Agriculture Department,Government,NGOs,Rural Development,KVK,,,,,,,,,,,77,,,,,,,,,,,,,,Extension Officer (?3-6 LPA),Senior Officer (?5-10 LPA),Agricultural Development Officer (?8-18 LPA),Joint Director (?12-28 LPA),,,
R501,B.E / B.Tech,Computer Science,Specialized,Site Reliability Engineering Manager,8-12 years,Office,"Tech Giants, Cloud",2000,NA,NA,NA,A senior leader who manages SRE teams drives reliability strategy and ensures production system excellence at scale,Manage SRE teams | Define reliability strategy | Incident management leadership | Capacity planning | SLO/SLI strategy | Tool selection | Budget management | Stakeholder management | On-call management | Culture building,Leadership: 2000+ opportunities,Excellent Salary: ?22-45 LPA starting ?45-100 LPA in 5 years,SRE Leadership: Lead reliability engineering,Critical Role: Production reliability at scale,Tech Giants: Preferred by top companies,SRE Leadership,System Reliability,Team Management,Incident Management,Strategic Planning,Technical Depth,Stakeholder Management,Communication,Budget Management,Leadership,Technical Leadership,Communication,Strategic Thinking,Crisis Management,8-12 years SRE/DevOps + team leadership | Reliability at scale,SRE Team Building,Reliability Strategy,Incident Management Excellence,SLO/SLI Framework,,,,,,,,SRE Leadership Portfolio,,,,,,,SRE Leadership Resources,,,,SRE Management Course,,,,,2200000,4500000,3200000,6500000,4500000,10000000,7000000,16000000,175000,265000,400000,,,,,,,,,,,,,,,,,Google,Netflix,Uber,Amazon,Tech Giants,,,,,,,,,,,68,,,,,,,,,,,,,,Senior SRE (?14-28 LPA),SRE Manager (?22-45 LPA),Senior SRE Manager (?35-70 LPA),Director SRE (?45-100 LPA),VP Engineering (?70-160 LPA),,
R502,MBA,Business Administration,Leadership,Director of Data Science,8-12 years,Office,"Tech, Analytics, All Sectors",2500,NA,NA,NA,A senior leader who leads data science teams drives AI/ML strategy and enables data-driven decision making,Lead data science teams | Define AI/ML strategy | Build data science org | Research direction | Stakeholder management | Budget management | Hiring & development | Executive reporting | Innovation | Business impact,Leadership: 2500+ opportunities,Excellent Salary: ?28-55 LPA starting ?55-120 LPA in 5 years,DS Leadership: Lead data science function,Strategic Impact: Drive data strategy,High Demand: Data science leaders scarce,Data Science Leadership,AI/ML Strategy,Team Building,Business Strategy,Stakeholder Management,Technical Depth,Communication,Budget Management,Hiring,Leadership,Strategic Thinking,Communication,Technical Vision,Business Acumen,8-12 years data science + team leadership | DS organization building,Data Science Team Building,AI/ML Strategy,Business Impact Projects,Data Science Organization,,,,,,,,Director DS Portfolio,,,,,,,Data Science Leadership Resources,,,,DS Leadership Course,,,,,2800000,5500000,4000000,8000000,5500000,12000000,8500000,19000000,175000,265000,400000,,,,,,,,,,,,,,,,,Tech Companies,Analytics Firms,Consulting,Unicorns,Enterprises,,,,,,,,,,,70,,,,,,,,,,,,,,Senior Data Scientist (?16-32 LPA),Lead Data Scientist (?24-48 LPA),Director Data Science (?28-55 LPA),Senior Director (?55-120 LPA),VP Data Science (?85-190 LPA),,
R503,MBA,Business Administration,Leadership,Director of Business Development,8-12 years,Office,"All Sectors, B2B",3000,NA,NA,NA,A senior leader who drives business growth identifies strategic opportunities and leads business development teams,Drive business growth | Strategic partnerships | Team leadership | Market expansion | Revenue strategy | Deal negotiations | Stakeholder management | Budget management | Pipeline development | Executive reporting,Good Demand: 3000+ opportunities,Excellent Salary: ?24-50 LPA starting ?50-110 LPA in 5 years,Growth Leadership: Lead business growth,Revenue Impact: Direct revenue impact,Strategic Role: Strategic business development,Business Development Leadership,Strategic Partnerships,Revenue Strategy,Team Leadership,Negotiation,Market Analysis,Stakeholder Management,Communication,Deal Making,Leadership,Strategic Thinking,Communication,Negotiation,Business Acumen,8-12 years BD/sales + leadership | Business growth track record,Business Growth Achievement,Strategic Partnerships,Revenue Growth,Team Building,,,,,,,,BD Leadership Portfolio,,,,,,,Business Development Leadership Resources,,,,BD Leadership Course,,,,,2400000,5000000,3500000,7000000,5000000,11000000,7500000,17500000,155000,230000,350000,,,,,,,,,,,,,,,,,All Industries,B2B,SaaS,Tech,Enterprises,,,,,,,,,,,72,,,,,,,,,,,,,,Senior BDM (?14-28 LPA),Head of BD (?20-42 LPA),Director BD (?24-50 LPA),Senior Director (?50-110 LPA),VP Business Development (?75-175 LPA),,
R504,B.E / B.Tech,Computer Science,Specialized,Infrastructure Architect,8-12 years,Office,"Tech, Cloud, Enterprises",2500,NA,NA,NA,A senior architect who designs infrastructure architecture cloud strategy and enterprise infrastructure at scale,Design infrastructure architecture | Cloud strategy | Infrastructure planning | Technology evaluation | Security architecture | Scalability design | Cost optimization | Team guidance | Documentation | Stakeholder management,Specialized: 2500+ opportunities,Excellent Salary: ?20-40 LPA starting ?40-85 LPA in 5 years,Infrastructure Leadership: Lead infrastructure,Enterprise Scale: Large-scale infrastructure,Cloud Expertise: Multi-cloud architecture,Infrastructure Architecture,Cloud Architecture,System Design,Security,Scalability,Cost Optimization,Team Leadership,Communication,Strategic Planning,Strategic Thinking,Technical Depth,Communication,Cost Consciousness,Leadership,8-12 years infrastructure/cloud + architecture | Enterprise infrastructure,Infrastructure Architecture,Cloud Strategy,Multi-Cloud Design,Security Architecture,,,,,,,,Infrastructure Portfolio,,,,,,,Infrastructure Architecture Resources,,,,Infrastructure Architect Course,,,,,2000000,4000000,2800000,5800000,4000000,8500000,6500000,14000000,155000,230000,350000,,,,,,,,,,,,,,,,,Enterprises,Cloud Providers,Tech Giants,Consulting,Large Organizations,,,,,,,,,,,71,,,,,,,,,,,,,,Senior Infrastructure Engineer (?14-26 LPA),Infrastructure Architect (?20-40 LPA),Principal Architect (?28-58 LPA),Director Infrastructure (?40-85 LPA),VP Infrastructure (?65-140 LPA),,
